Year,LEA,LEA Name,School,School Name,Assessment,Student Group,Tested Count,Proficient Count,Proficient Pct,Level 1 Pct,Level 2 Pct,Level 3 Pct,Level 4 Pct,Create Date
2024,01,Allegany,2901,Cash Valley Elementary,Mathematics 03,All Students,37,6,16.2,40.5,43.2,16.2,<= 5.0,20240903
2024,01,Allegany,2901,Cash Valley Elementary,Mathematics 04,All Students,39,19,48.7,17.9,33.3,46.2,<= 5.0,20240903
2024,01,Allegany,2901,Cash Valley Elementary,Mathematics 05,All Students,34,25,73.5,<= 5.0,23.5,67.6,5.9,20240903
2024,01,Allegany,2901,Cash Valley Elementary, Mathematics All Grades,All Students,110,50,45.5,20.9,33.6,42.7,<= 5.0,20240903
2024,01,Allegany,2902,Parkside Elementary,Mathematics 03,All Students,35,19,54.3,17.1,28.6,51.4,<= 5.0,20240903
2024,01,Allegany,2902,Parkside Elementary,Mathematics 04,All Students,38,23,60.5,15.8,23.7,47.4,13.2,20240903
2024,01,Allegany,2902,Parkside Elementary,Mathematics 05,All Students,36,17,47.2,8.3,44.4,47.2,<= 5.0,20240903
2024,01,Allegany,2902,Parkside Elementary, Mathematics All Grades,All Students,109,59,54.1,13.8,32.1,48.6,5.5,20240903
2024,02,Anne Arundel,1023,Brooklyn Park Middle,Mathematics 06,All Students,257,27,10.5,45.9,43.6,9.7,<= 5.0,20240903
2024,02,Anne Arundel,1023,Brooklyn Park Middle,Mathematics 07,All Students,233,34,14.6,53.2,32.2,14.2,<= 5.0,20240903
2024,02,Anne Arundel,1023,Brooklyn Park Middle,Mathematics 08,All Students,209,*,<= 5.0,40.2,56.0,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1023,Brooklyn Park Middle,Algebra 1  ,All Students,31,26,83.9,<= 5.0,16.1,80.6,<= 5.0,20240903
2024,02,Anne Arundel,1023,Brooklyn Park Middle, Mathematics All Grades,All Students,730,95,13.0,44.7,42.3,12.5,<= 5.0,20240903
2024,02,Anne Arundel,1033,Glen Burnie High,Algebra 1  ,All Students,484,26,5.4,42.4,52.3,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1033,Glen Burnie High, Mathematics All Grades,All Students,484,26,5.4,42.4,52.3,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1043,Corkran Middle School,Mathematics 06,All Students,204,11,5.4,44.1,50.5,5.4,<= 5.0,20240903
2024,02,Anne Arundel,1043,Corkran Middle School,Mathematics 07,All Students,214,14,6.5,56.1,37.4,6.1,<= 5.0,20240903
2024,02,Anne Arundel,1043,Corkran Middle School,Mathematics 08,All Students,180,12,6.7,40.6,52.8,6.7,<= 5.0,20240903
2024,02,Anne Arundel,1043,Corkran Middle School,Algebra 1  ,All Students,26,19,73.1,<= 5.0,26.9,69.2,<= 5.0,20240903
2024,02,Anne Arundel,1043,Corkran Middle School,Geometry  ,All Students,*,*,*,*,*,*,*,20240903
2024,02,Anne Arundel,1043,Corkran Middle School, Mathematics All Grades,All Students,625,56,9.0,45.3,45.8,8.6,<= 5.0,20240903
2024,02,Anne Arundel,1053,Lindale Middle,Mathematics 06,All Students,366,38,10.4,41.3,48.4,9.8,<= 5.0,20240903
2024,02,Anne Arundel,1053,Lindale Middle,Mathematics 07,All Students,367,52,14.2,49.9,36.0,13.4,<= 5.0,20240903
2024,02,Anne Arundel,1053,Lindale Middle,Mathematics 08,All Students,314,*,<= 5.0,46.8,49.0,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1053,Lindale Middle,Algebra 1  ,All Students,78,51,65.4,<= 5.0,33.3,62.8,<= 5.0,20240903
2024,02,Anne Arundel,1053,Lindale Middle, Mathematics All Grades,All Students,1125,154,13.7,42.8,43.5,13.1,<= 5.0,20240903
2024,02,Anne Arundel,1063,Marley Middle,Mathematics 06,All Students,329,*,<= 5.0,48.0,48.0,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1063,Marley Middle,Mathematics 07,All Students,297,20,6.7,58.6,34.7,6.4,<= 5.0,20240903
2024,02,Anne Arundel,1063,Marley Middle,Mathematics 08,All Students,296,*,<= 5.0,50.3,44.9,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1063,Marley Middle,Algebra 1  ,All Students,30,13,43.3,<= 5.0,56.7,43.3,<= 5.0,20240903
2024,02,Anne Arundel,1063,Marley Middle,Geometry  ,All Students,*,*,*,*,*,*,*,20240903
2024,02,Anne Arundel,1063,Marley Middle, Mathematics All Grades,All Students,954,60,6.3,50.4,43.3,6.2,<= 5.0,20240903
2024,02,Anne Arundel,1082,Belle Grove Elementary,Mathematics 03,All Students,48,8,16.7,43.8,39.6,16.7,<= 5.0,20240903
2024,02,Anne Arundel,1082,Belle Grove Elementary,Mathematics 04,All Students,62,6,9.7,38.7,51.6,9.7,<= 5.0,20240903
2024,02,Anne Arundel,1082,Belle Grove Elementary,Mathematics 05,All Students,38,6,15.8,18.4,65.8,15.8,<= 5.0,20240903
2024,02,Anne Arundel,1082,Belle Grove Elementary, Mathematics All Grades,All Students,148,20,13.5,35.1,51.4,13.5,<= 5.0,20240903
2024,02,Anne Arundel,1092,Brooklyn Park Elementary,Mathematics 03,All Students,69,10,14.5,42.0,43.5,14.5,<= 5.0,20240903
2024,02,Anne Arundel,1092,Brooklyn Park Elementary,Mathematics 04,All Students,65,6,9.2,43.1,47.7,9.2,<= 5.0,20240903
2024,02,Anne Arundel,1092,Brooklyn Park Elementary,Mathematics 05,All Students,72,4,5.6,47.2,47.2,5.6,<= 5.0,20240903
2024,02,Anne Arundel,1092,Brooklyn Park Elementary, Mathematics All Grades,All Students,206,20,9.7,44.2,46.1,9.7,<= 5.0,20240903
2024,02,Anne Arundel,1112,George T. Cromwell Elementary,Mathematics 03,All Students,57,13,22.8,28.1,49.1,19.3,<= 5.0,20240903
2024,02,Anne Arundel,1112,George T. Cromwell Elementary,Mathematics 04,All Students,50,14,28.0,18.0,54.0,28.0,<= 5.0,20240903
2024,02,Anne Arundel,1112,George T. Cromwell Elementary,Mathematics 05,All Students,61,6,9.8,14.8,75.4,9.8,<= 5.0,20240903
2024,02,Anne Arundel,1112,George T. Cromwell Elementary, Mathematics All Grades,All Students,168,33,19.6,20.2,60.1,18.5,<= 5.0,20240903
2024,02,Anne Arundel,1122,Freetown Elementary,Mathematics 03,All Students,68,22,32.4,27.9,39.7,29.4,<= 5.0,20240903
2024,02,Anne Arundel,1122,Freetown Elementary,Mathematics 04,All Students,78,16,20.5,24.4,55.1,19.2,<= 5.0,20240903
2024,02,Anne Arundel,1122,Freetown Elementary,Mathematics 05,All Students,77,18,23.4,19.5,57.1,22.1,<= 5.0,20240903
2024,02,Anne Arundel,1122,Freetown Elementary, Mathematics All Grades,All Students,223,56,25.1,23.8,51.1,23.3,<= 5.0,20240903
2024,02,Anne Arundel,1132,Glendale Elementary,Mathematics 03,All Students,58,18,31.0,22.4,46.6,31.0,<= 5.0,20240903
2024,02,Anne Arundel,1132,Glendale Elementary,Mathematics 04,All Students,88,13,14.8,26.1,59.1,14.8,<= 5.0,20240903
2024,02,Anne Arundel,1132,Glendale Elementary,Mathematics 05,All Students,58,12,20.7,27.6,51.7,20.7,<= 5.0,20240903
2024,02,Anne Arundel,1132,Glendale Elementary, Mathematics All Grades,All Students,204,43,21.1,25.5,53.4,21.1,<= 5.0,20240903
2024,02,Anne Arundel,1142,Hilltop Elementary,Mathematics 03,All Students,83,15,18.1,37.3,44.6,18.1,<= 5.0,20240903
2024,02,Anne Arundel,1142,Hilltop Elementary,Mathematics 04,All Students,89,17,19.1,31.5,49.4,18.0,<= 5.0,20240903
2024,02,Anne Arundel,1142,Hilltop Elementary,Mathematics 05,All Students,99,16,16.2,26.3,57.6,16.2,<= 5.0,20240903
2024,02,Anne Arundel,1142,Hilltop Elementary, Mathematics All Grades,All Students,271,48,17.7,31.4,50.9,17.3,<= 5.0,20240903
2024,02,Anne Arundel,1152,Linthicum Elementary,Mathematics 03,All Students,75,27,36.0,25.3,38.7,32.0,<= 5.0,20240903
2024,02,Anne Arundel,1152,Linthicum Elementary,Mathematics 04,All Students,70,17,24.3,25.7,50.0,22.9,<= 5.0,20240903
2024,02,Anne Arundel,1152,Linthicum Elementary,Mathematics 05,All Students,69,16,23.2,15.9,60.9,23.2,<= 5.0,20240903
2024,02,Anne Arundel,1152,Linthicum Elementary, Mathematics All Grades,All Students,214,60,28.0,22.4,49.5,26.2,<= 5.0,20240903
2024,02,Anne Arundel,1162,Marley Elementary,Mathematics 03,All Students,111,33,29.7,32.4,37.8,28.8,<= 5.0,20240903
2024,02,Anne Arundel,1162,Marley Elementary,Mathematics 04,All Students,122,25,20.5,25.4,54.1,19.7,<= 5.0,20240903
2024,02,Anne Arundel,1162,Marley Elementary,Mathematics 05,All Students,120,14,11.7,27.5,60.8,11.7,<= 5.0,20240903
2024,02,Anne Arundel,1162,Marley Elementary, Mathematics All Grades,All Students,353,72,20.4,28.3,51.3,19.8,<= 5.0,20240903
2024,02,Anne Arundel,1172,North Glen Elementary,Mathematics 03,All Students,49,13,26.5,44.9,28.6,26.5,<= 5.0,20240903
2024,02,Anne Arundel,1172,North Glen Elementary,Mathematics 04,All Students,50,3,6.0,36.0,58.0,6.0,<= 5.0,20240903
2024,02,Anne Arundel,1172,North Glen Elementary,Mathematics 05,All Students,43,4,9.3,41.9,48.8,9.3,<= 5.0,20240903
2024,02,Anne Arundel,1172,North Glen Elementary, Mathematics All Grades,All Students,142,20,14.1,40.8,45.1,14.1,<= 5.0,20240903
2024,02,Anne Arundel,1182,Oakwood Elementary,Mathematics 03,All Students,64,11,17.2,39.1,43.8,15.6,<= 5.0,20240903
2024,02,Anne Arundel,1182,Oakwood Elementary,Mathematics 04,All Students,51,18,35.3,19.6,45.1,33.3,<= 5.0,20240903
2024,02,Anne Arundel,1182,Oakwood Elementary,Mathematics 05,All Students,46,8,17.4,17.4,65.2,17.4,<= 5.0,20240903
2024,02,Anne Arundel,1182,Oakwood Elementary, Mathematics All Grades,All Students,161,37,23.0,26.7,50.3,21.7,<= 5.0,20240903
2024,02,Anne Arundel,1192,Overlook Elementary,Mathematics 03,All Students,56,11,19.6,37.5,42.9,19.6,<= 5.0,20240903
2024,02,Anne Arundel,1192,Overlook Elementary,Mathematics 04,All Students,50,12,24.0,30.0,46.0,24.0,<= 5.0,20240903
2024,02,Anne Arundel,1192,Overlook Elementary,Mathematics 05,All Students,57,12,21.1,33.3,45.6,21.1,<= 5.0,20240903
2024,02,Anne Arundel,1192,Overlook Elementary, Mathematics All Grades,All Students,163,35,21.5,33.7,44.8,21.5,<= 5.0,20240903
2024,02,Anne Arundel,1202,Park Elementary,Mathematics 03,All Students,83,25,30.1,22.9,47.0,30.1,<= 5.0,20240903
2024,02,Anne Arundel,1202,Park Elementary,Mathematics 04,All Students,96,17,17.7,31.3,51.0,17.7,<= 5.0,20240903
2024,02,Anne Arundel,1202,Park Elementary,Mathematics 05,All Students,91,13,14.3,27.5,58.2,14.3,<= 5.0,20240903
2024,02,Anne Arundel,1202,Park Elementary, Mathematics All Grades,All Students,270,55,20.4,27.4,52.2,20.4,<= 5.0,20240903
2024,02,Anne Arundel,1212,Point Pleasant Elementary,Mathematics 03,All Students,71,29,40.8,15.5,43.7,36.6,<= 5.0,20240903
2024,02,Anne Arundel,1212,Point Pleasant Elementary,Mathematics 04,All Students,64,13,20.3,25.0,54.7,18.8,<= 5.0,20240903
2024,02,Anne Arundel,1212,Point Pleasant Elementary,Mathematics 05,All Students,77,12,15.6,23.4,61.0,15.6,<= 5.0,20240903
2024,02,Anne Arundel,1212,Point Pleasant Elementary, Mathematics All Grades,All Students,212,54,25.5,21.2,53.3,23.6,<= 5.0,20240903
2024,02,Anne Arundel,1232,Quarterfield Elementary,Mathematics 03,All Students,60,20,33.3,26.7,40.0,31.7,<= 5.0,20240903
2024,02,Anne Arundel,1232,Quarterfield Elementary,Mathematics 04,All Students,59,20,33.9,23.7,42.4,33.9,<= 5.0,20240903
2024,02,Anne Arundel,1232,Quarterfield Elementary,Mathematics 05,All Students,77,20,26.0,11.7,62.3,26.0,<= 5.0,20240903
2024,02,Anne Arundel,1232,Quarterfield Elementary, Mathematics All Grades,All Students,196,60,30.6,19.9,49.5,30.1,<= 5.0,20240903
2024,02,Anne Arundel,1242,Richard Henry Lee Elementary,Mathematics 03,All Students,87,8,9.2,37.9,52.9,9.2,<= 5.0,20240903
2024,02,Anne Arundel,1242,Richard Henry Lee Elementary,Mathematics 04,All Students,93,11,11.8,23.7,64.5,10.8,<= 5.0,20240903
2024,02,Anne Arundel,1242,Richard Henry Lee Elementary,Mathematics 05,All Students,84,*,<= 5.0,38.1,57.1,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,1242,Richard Henry Lee Elementary, Mathematics All Grades,All Students,264,23,8.7,33.0,58.3,8.3,<= 5.0,20240903
2024,02,Anne Arundel,1262,Woodside Elementary,Mathematics 03,All Students,42,9,21.4,38.1,40.5,21.4,<= 5.0,20240903
2024,02,Anne Arundel,1262,Woodside Elementary,Mathematics 04,All Students,56,15,26.8,17.9,55.4,26.8,<= 5.0,20240903
2024,02,Anne Arundel,1262,Woodside Elementary,Mathematics 05,All Students,48,4,8.3,33.3,58.3,8.3,<= 5.0,20240903
2024,02,Anne Arundel,1262,Woodside Elementary, Mathematics All Grades,All Students,146,28,19.2,28.8,52.1,19.2,<= 5.0,20240903
2024,02,Anne Arundel,1323,North County High,Algebra 1  ,All Students,344,18,5.2,34.0,60.8,5.2,<= 5.0,20240903
2024,02,Anne Arundel,1323,North County High, Mathematics All Grades,All Students,344,18,5.2,34.0,60.8,5.2,<= 5.0,20240903
2024,02,Anne Arundel,2013,Severna Park High,Algebra 1  ,All Students,204,71,34.8,5.9,59.3,32.8,<= 5.0,20240903
2024,02,Anne Arundel,2013,Severna Park High, Mathematics All Grades,All Students,204,71,34.8,5.9,59.3,32.8,<= 5.0,20240903
2024,02,Anne Arundel,2023,Northeast High,Algebra 1  ,All Students,224,19,8.5,25.4,66.1,8.5,<= 5.0,20240903
2024,02,Anne Arundel,2023,Northeast High,Geometry  ,All Students,*,*,*,*,*,*,*,20240903
2024,02,Anne Arundel,2023,Northeast High, Mathematics All Grades,All Students,225,19,8.4,25.8,65.8,8.4,<= 5.0,20240903
2024,02,Anne Arundel,2033,Northeast Middle,Mathematics 06,All Students,254,26,10.2,46.1,43.7,9.8,<= 5.0,20240903
2024,02,Anne Arundel,2033,Northeast Middle,Mathematics 07,All Students,268,39,14.6,43.3,42.2,14.6,<= 5.0,20240903
2024,02,Anne Arundel,2033,Northeast Middle,Mathematics 08,All Students,203,*,<= 5.0,53.7,44.8,<= 5.0,<= 5.0,20240903
2024,02,Anne Arundel,2033,Northeast Middle,Algebra 1  ,All Students,60,27,45.0,<= 5.0,53.3,41.7,<= 5.0,20240903
2024,02,Anne Arundel,2033,Northeast Middle, Mathematics All Grades,All Students,785,95,12.1,43.7,44.2,11.7,<= 5.0,20240903
2024,02,Anne Arundel,2043,Severna Park Middle,Mathematics 06,All Students,472,256,54.2,<= 5.0,43.2,51.5,<= 5.0,20240903
2024,02,Anne Arundel,2043,Severna Park Middle,Mathematics 07,All Students,453,242,53.4,6.8,39.7,47.5,6.0,20240903
2024,02,Anne Arundel,2043,Severna Park Middle,Mathematics 08,All Students,178,39,21.9,13.5,64.6,21.9,<= 5.0,20240903
2024,02,Anne Arundel,2043,Severna Park Middle,Algebra 1  ,All Students,298,243,81.5,<= 5.0,18.5,75.8,5.7,20240903
2024,02,Anne Arundel,2043,Severna Park Middle,Geometry  ,All Students,*,*,*,*,*,*,*,20240903
2024,02,Anne Arundel,2043,Severna Park Middle, Mathematics All Grades,All Students,1403,782,55.7,<= 5.0,39.5,51.6,<= 5.0,20240903
2024,02,Anne Arundel,2052,Arnold Elementary,Mathematics 03,All Students,80,47,58.8,<= 5.0,36.3,53.8,<= 5.0,20240903
2024,02,Anne Arundel,2052,Arnold Elementary,Mathematics 04,All Students,88,54,61.4,<= 5.0,36.4,53.4,8.0,20240903
2024,02,Anne Arundel,2052,Arnold Elementary,Mathematics 05,All Students,74,37,50.0,<= 5.0,45.9,45.9,<= 5.0,20240903
2024,02,Anne Arundel,2052,Arnold Elementary, Mathematics All Grades,All Students,242,138,57.0,<= 5.0,39.3,51.2,5.8,20240903
2024,02,Anne Arundel,2062,Belvedere Elementary,Mathematics 03,All Students,92,55,59.8,13.0,27.2,58.7,<= 5.0,20240903
2024,02,Anne Arundel,2062,Belvedere Elementary,Mathematics 04,All Students,87,32,36.8,14.9,48.3,35.6,<= 5.0,20240903
2024,02,Anne Arundel,2062,Belvedere Elementary,Mathematics 05,All Students,76,31,40.8,6.6,52.6,36.8,<= 5.0,20240903
